CRICOS Provider Code,Trading Name,Institution Name,Institution Type,Institution Capacity,Website,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Line 4,Postal Address City,Postal Address State,Postal Address Postcode
04181B,Australasian Academy of Higher Education,Australasian Academy of Higher Education,Private,800,https://www.aahe.edu.au/,363 King Street,,,,West Melbourne,VIC,3003
04182A,,XAVIER INTERNATIONAL COLLEGE PTY LTD,Private,580,,28 Memorial Ave,,,,Liverpool,NSW,2170
04183M,,Le Rosey Hospitality Institute Pty Ltd,Private,480,,338-340 Pitt St Level 1,,,,SYDNEY,NSW,2000
04184K,Unified WA,Unified WA Pty Ltd,Private,240,,"Level 4, 440 Elizabeth Street",,,,MELBOURNE,VIC,3000
04185J,,Early Learning Professional Development Pty Ltd,Private,65,,327-329 Police Rd,,,,MULGRAVE,VIC,3170
04186H,Clarence Valley Anglican School,Clarence Valley Anglican School Council Inc,Private,49,,PO Box 500,,,,Grafton,NSW,2460
04187G,English Path Australia,Green Academy Pty Ltd,Private,216,www.englishpath.com,GPO Box 2800,,,,BRISBANE,QLD,4001
04189E,Fusion College of Technology Pty Ltd,Fusion College of Technology Pty Ltd,Private,"1,034",,Suite 2 Level 5 16-18 Wentworth St,,,,PARRAMATTA,NSW,2150
04190A,Aimers College of Education,Genesis Education and Training Pty Ltd,Private,180,www.aimerscollege.edu.au,1/11 Cordeila Street,,,,SOUTH BRISBANE,QLD,4101
04191M,SSR Higher Education Pty Ltd,Australian Institute of Advanced Technologies,Private,408,,"Level 9, 50 Grenfell Street",,,,Adelaide,SA,5000
04192K,Bankstown Helicopters,Bankstown Helicopters Pty Ltd,Private,30,,PO Box 29,,,,GEORGES HALL,NSW,2198
04193J,Howland Academy of Australia,JH HOWLAND GROUP PTY LTD,Private,80,,"Suite 2, 492 St Kilda Road",,,,MELBOURNE,VIC,3004
04194H,,Edinburgh Institute Pty Ltd,Private,"1,020",,Level 2 608E St Kilda Rd,,,,MELBOURNE,VIC,3004
04195G,,Australian Institute of Technical Studies Pty Ltd,Private,200,,PO Box 5060,,,,MOUNT GRAVATT EAST,QLD,4122
04196F,Gladstone International College,We Train Townsville Pty Ltd,Private,90,,Unit 2 1A Palmerston Gr,,,,OAKLEIGH,VIC,3166
04197E,,Viva Institute Pty Ltd,Private,200,,91 Prospect Rd,,,,PROSPECT,SA,5082
04198D,Novel Institute of Hospitality and Management,Esteem Educators Pty Ltd,Private,80,,8 Newquay Prom,,,,DOCKLANDS,VIC,3008
04199C,,Times College Pty Ltd,Private,280,,16 Kirrama St,,,,TARNEIT,VIC,3029
04200D,,Built Training & Education Pty Ltd,Private,300,,Factory 2 35 Lock Ave,,,,WERRIBEE,VIC,3030
04201C,,Spectrum College Pty Ltd,Private,308,,14 Railway Pde,,,,BURWOOD,NSW,2134
04202B,Southern Academy of Higher Education,Southern Academy of Higher Education Pty Ltd,Private,720,,"Level 1, 191 Thomas Street",,,,Haymarket,NSW,2000
04203A,Australian Institute of Tertiary Education,TUT Training College Pty Ltd,Private,120,,12 Sun Cres,,,,SUNSHINE,VIC,3020
04205K,BNT College,BNT College Pty Ltd,Private,100,,433 Boundary Street,,,,SPRING HILL,QLD,4000
04206J,,IBM NSW Pty Ltd,Private,274,,Unit 106 420 Pitt St,,,,HAYMARKET,NSW,2000
04207H,,Australian Institute of Hospitality and Management Pty Ltd,Private,50,www.aihm.au,"Level 3, 150-152 Adelaide Terrace",,,,East Perth,WA,6004
04208G,,Asset Training Australia Pty Ltd,Private,80,,PO Box 350,,,,NORTH LAKES,QLD,4509
04210B,The College of Business Management Pty Ltd,The College of Business Management Pty Ltd,Private,200,,Unit 14 65 Mark St,,,,NORTH MELBOURNE,VIC,3051
04211A,,SKILLS CLICK PTY LIMITED,Private,120,,Suite 101 21 Elgar Rd,,,,DERRIMUT,VIC,3026
04212M,Elpis College,ELPIS Education Pty Ltd,Private,100,,Unit 21 334-354 Albany Hwy,,,,VICTORIA PARK,WA,6100
04213K,,AUCTUS Consulting Pty Ltd,Private,160,,"Suite 9, Wellington Business Centre 2 Portrush Rd",,,,PAYNEHAM,SA,5070
04214J,Skyline Higher Education Australia (SHEA),Skyline Higher Education Australia,Private,700,www.shea.edu.au,"Level 3, 136 Chalmers Street",,,,Surry Hills,NSW,2010
04215H,,Hunter Education Group Pty Ltd,Private,530,,27 Centenary Rd,,,,NEWCASTLE,NSW,2300
04216G,,Royal Building Academy Pty Ltd,Private,394,,218 Station St,,,,NORLANE,VIC,3214
04217F,Melbourne Institute of Australia,Melbourne Institute of Australia Pty Ltd,Private,320,,Unit 3 1 Watton St,,,,WERRIBEE,VIC,3030
04218E,"Global Leadership Institute Pty Ltd, Australian Cybersecurity Institute",Global Leadership Institute,Private,70,www.gli.edu.au,1009 Ipswich Road,,,,Moorooka,QLD,4105
04219D,Global Higher Education,IIBIT AHE Pty Ltd,Private,330,,"Level 2, 127 Rundle Mall",,,,Adelaide,SA,5000
04220M,INSTITUTE OF MANAGEMENT AND COMPUTING,Institute of Management and Computing Pty Ltd,Private,986,,Level 13 190 Queen St,,,,Melbourne,VIC,3000
04221K,Russell College,Realm Vista Pty Ltd,Private,185,,Level 1 190 Queen St,,,,MELBOURNE,VIC,3000
04222J,Wyndham International College,JMDEDU PTY LTD,Private,460,,6 Alec Ct,,,,TARNEIT,VIC,3029
04223H,Australian Nursing and Training Services,AUSTRALIAN NURSING AND TRAINING SERVICES PTY LTD,Private,160,,PO Box 645,,,,SUTHERLAND,NSW,1499
04224G,,School of Engineering Australia Pty Ltd,Private,40,,10/22 Shields Crescent,,,,Booragoon,WA,6154
04225F,SRDITA,Scientific Research Development Institute of Technology Australia Pty Ltd,Private,30,www.srdita.edu.au,Unit 8/11 Logandowns Dr,,,,Meadowbrook,QLD,4131
04226E,,Kingswood Institute Pty Ltd,Private,250,,Suite 2 Level 2 43 Hunter St,,,,PARRAMATTA,NSW,2150
04227D,,Xcelit Institute Pty Ltd,Private,100,,Level 6 1 Queens Rd,,,,MELBOURNE,VIC,3004
04228C,,St Thomas College Pty Ltd,Private,80,,Level 4 579 Harris St,,,,ULTIMO,NSW,2007
04229B,IMPERIAL ENGR PTY LTD,Imperial Engineering Education,Private,275,www.imperialee.edu.au,137 Days Rd,,,,Regency Park,SA,5010
04231H,ASTRA GROUP AUSTRALIA PTY LTD,Astra Institute of Higher Education,Private,300,,"Level 3, 16-18 Wentworth St",,,,Parramatta,NSW,2150
04233F,Global Institute of Health Sciences Pty Ltd,Global Institute of Health Sciences Pty Ltd,Private,80,,337 Logan Road,,,,Stones Corner,QLD,4120
04234E,City College Pty Ltd,City College Pty Ltd,Private,385,,9-13 Argyle Street,,,,Parramatta,NSW,2150
04235D,,Melbourne Institute of Business and Commerce Pty Ltd,Private,80,,Level 5/21 Victoria Street,,,,Melbourne,VIC,3000
04237B,,Australian Technical Training Institute of Queensland Pty Ltd,Private,60,,Shop 5 31 Argyle Pde,,,,DARRA,QLD,4076
04240G,LA MAISON SCHOLAR COLLEGE,IMPEL Education Pty Ltd,Private,335,,"Suite 203, Level 2",118 Church St,,,PARRAMATTA,NSW,2150
04241F,,STAMFORD INTERNATIONAL COLLEGE PTY LTD,Private,125,,309-311 Spring St,,,,RESERVOIR,VIC,3073
04242E,Complete Hospitality Training,Complete Hospitality Training (Vic) Pty Ltd,Private,300,https://cht.edu.au/,"Level 3, 28 Elizabeth Street",,,,Melbourne,VIC,3000
04243D,,HiTech Institute Australia Pty Ltd,Private,590,,"Level 3, 208 Clarence Street",,,,SYDNEY,NSW,2000
04244C,,Oxford College Australia Pty Ltd,Private,152,,"Warehouse 5, 2 Scholar Dr",,,,BUNDOORA,VIC,3083
04245B,,Adelaide Institute of Hair & Beauty Pty Ltd,Private,136,,325 Port Rd,,,,HINDMARSH,SA,5007
04246A,Pioneer International College,Academics Australia Pty Ltd,Private,400,,Unit 1 60 South St,,,,GRANVILLE,NSW,2142
04247M,,REDFORD INSTITUTE OF VOCATIONAL STUDIES PTY LTD,Private,265,,Unit 302 101 Overton Rd,,,,WILLIAMS LANDING,VIC,3027
04248K,,Australian Dance Institute Pty Ltd,Private,165,,99 Walker St,,,,NORTH SYDNEY,NSW,2060
04249J,,Adelaide University,Government,"23,125",,Adelaide University,,,,Adelaide,SA,5005
04250E,,Princeton Education Group Pty Ltd,Private,320,,Suite 1 Level 12 190 Queen St,,,,MELBOURNE,VIC,3000
04251D,STAMFORD COLLEGE,MARUTI GLOBAL PTY LTD,Private,620,,427 Docklands Dr,,,,DOCKLANDS,VIC,3008
04252C,MELBOURNE TRAINING ACADEMY,Complete Learning Solutions Pty Ltd,Private,160,,59-61 Curzon St,,,,NORTH MELBOURNE,VIC,3051
04253B,,Monday College Pty Ltd,Private,394,,12 Pritchard Street E,,,,Wentworthville,NSW,2145
04254A,,Finix Institute Pty Ltd,Private,160,,Level 3 10 Queens Rd,,,,MELBOURNE,VIC,3004
04255M,Opal College,Opal Education Group Pty Ltd,Private,605,,"L 2, 86 Collins St",,,,HOBART,TAS,7000
04256K,,Aurora Institute of Australia Pty Ltd,Private,160,,Suite 13 Level 1 108 Bourke St,,,,MELBOURNE,VIC,3000
04257J,ONEPATH COLLEGE,G5 BROTHERS PTY LTD,Private,338,,"Suite 101, Level 1, 30 Cowper Street",,,,PARRAMATTA,NSW,2150
04258H,Melvic College Australia,Melvic College Australia Pty Ltd,Private,240,www.melvic.com.au,"Level 11, 461 Bourke St",,,,MELBOURNE,VIC,3000
04259G,ORANGE ENGLISH COLLEGE,Orange English Pty Ltd,Private,160,,Level 6 416-420 Collins St,,,,MELBOURNE,VIC,3000
04260C,Western Star Academy Pty Ltd,Western Star Academy Pty Ltd,Private,650,www.westernstaracademy.edu.au,"Suite 201, 80 Mount St",,,,North Sydney,NSW,2060
04261B,KENTFORD COLLEGE,Kentford International College Pty Ltd,Private,310,,Level 3 76 Waymouth St,,,,ADELAIDE,SA,5000
04262A,Riverton English Academy,Riverton English Academy Pty Ltd,Private,162,,266 Brunswick St,,,,FORTITUDE VALLEY,QLD,4006
04264K,Sydney State College,Diverse Solutions Pty Ltd,Private,180,,33 Barina Downs Rd,,,,NORWEST,NSW,2153
04265J,Nova Anglia College Pty Ltd,Nova Anglia College Pty Ltd,Private,300,https://www.nac.edu.au/,29 Amelia Street,,,,Fortitude Valley,QLD,4006
04266H,ALFA COLLEGE,Australian College of Technical Trades Pty Ltd,Private,750,,11 Darnick Street,,,,UNDERWOOD,QLD,4119
04268F,,Reliable College of Nursing Pty Ltd,Private,80,,Suite 3/9 Station St,,,,Fairfield,NSW,2165
04269E,Matic International College,A2 Education Pty Ltd,Private,125,,Level 1 620 Bourke St,,,,MELBOURNE,VIC,3000
04270A,,Nextstar Training College Pty Ltd,Private,280,,757 Port Rd,,,,WOODVILLE,SA,5011
04272K,,Australian Skills Higher Academy Pty Ltd,Private,50,,192 West Burleigh Road,,,,BURLEIGH HEADS,QLD,4220
04273J,,Australian College of Technical Studies Pty. Ltd.,Private,510,https://actstudies.edu.au/,"Level 3, 41-45 Rickard Road",,,,BANKSTOWN,NSW,2200
04274H,N/A,Study of Australian Technologies and Healthcare Education Pty Ltd,Private,120,www.satheducation.com.au,"Level 12, 269 Wickham Street",,,,Fortitude Valley,QLD,4006
04275G,N/A,Apex Institute of Management Pty Ltd,Private,50,,5 Brabourne Street,,,,MICKLEHAM,VIC,3064
04276F,Waratah Institute Australia,Waratah Institute Australia Pty Ltd,Private,40,,Unit 5 14 French Ave,,,,BANKSTOWN,NSW,2200
04277E,Prisma Education Institute Australia,Western Business Group Pty Ltd,Private,360,,Unit 15 334-354 Albany Hwy,,,,VICTORIA PARK,WA,6100
04278D,,CW EDUCATION GROUP PTY LTD,Private,205,,Unit 21 334-354 Albany Hwy,,,,VICTORIA PARK,WA,6100
04279C,,College of Construction and Management Pty Ltd,Private,170,,6 Uxbridge St,,,,WERRIBEE,VIC,3030
04281J,Glenrich College,Fantastic Investment Australia Pty Ltd,Private,240,www.glenrichcollege.edu.au,Unit 102 410 Elizabeth Street,,,,SURRY HILLS,NSW,2010
04282H,Sterling Australia,Sterling International Training and Education Pty Ltd,Private,40,www.sterlinginternational.com.au,PO Box 6125,,,,ROUSE HILL,NSW,2155
04283G,,Australian Trade and Technical College Pty Ltd,Private,176,,"Unit 1, 67-69 Market Street",,,,WOLLONGONG,NSW,2500
04285E,,Grampians College Pty Ltd,Private,305,,55 Charteris Drive,,,,CRAIGIEBURN,VIC,3064
04286D,Cheers Coaching College,Quantum Prime Pty Ltd,Private,120,https://cheerscc.com.au,Level 1,Shop 9-12,341 Mains Road,,Sunnybank,QLD,4109
04287C,Asia Pacific Institute of Technology,Bestlearn Education Pty Ltd,Private,360,,19 Stradella Avenue,,,,VERMONT SOUTH,VIC,3133
04288B,,Business College of Sydney Pty Ltd,Private,495,,"Level 2, 56-58 York Street",,,,SYDNEY,NSW,2000
04289A,"Australis Business School, Australis Research School, Australis Education School, Australis Health School",Australian School of Business Pty Ltd,Private,400,www.australis.vic.edu.au,"Unit 6, 435-437 Sydney Road",,,,Coburg,VIC,3058
04290H,,Million Brown Educations Pty Ltd,Private,234,,Office 1 Level 4 269 Wickham St,,,,FORTITUDE VALLEY,QLD,4006
04291G,Sydney Institute of Business and Trades,Sydney Institute of Business and Trades Pty Ltd,Private,50,,38 Betula Parade,,,,MELONBA,NSW,2765
04293E,Technical Advanced Training,TAT (Security / Taxi Training) Pty Ltd,Private,250,,"Suite 15, 11-17 Pearcedale Parade",,,,BROADMEADOWS,VIC,3047
04294D,Iona Trinity College of Higher Education Pty Ltd,Iona Trinity College,Private,100,itc.edu.au,5 Wunda Road,,,,Concord West,NSW,2138
04296B,,Ideal International Institute Pty Ltd,Private,108,,653 Tarneit Rd,,,,HOPPERS CROSSING,VIC,3029
04297A,Lakewood Institute,AIdrones Pty Ltd,Private,350,,5 Watt Street,,,,GOSFORD,NSW,2250
04298M,AICE Pty Ltd,AICE Pty Ltd,Private,250,https://www.aice.edu.au/,109 St Georges Tce,,,,PERTH,WA,6000
04299K,,Sydney Brighter Future Academy Pty Ltd,Private,75,,"Level 1, 9 Langhorne Street",,,,DANDENONG,VIC,3175
04300M,Oscar Institute,Heyden Lakes Pty Ltd,Private,300,https://oscarinstitute.edu.au/,138 Nicholson Street,,,,Footscray,VIC,3011
04301K,,XPERT SOLUTIONS PTY LTD,Private,416,,Unit 4 169 Liverpool St,,,,HOBART,TAS,7000
04302J,"Xceed Security, Xceed Training",Xceed Training Solutions Pty Ltd,Private,100,www.xceedtraining.com.au,6 Eton Road,,,,KESWICK,SA,5035
04303H,Goldstone College,MECONSULTING GROUP PTY LTD,Private,325,,Level 2 741 George Street,,,,HAYMARKET,NSW,2000
04304G,,Ashford College Pty Ltd,Private,620,,"Shop 3, 65 Brougham Street",,,,GEELONG,VIC,3220
04305F,Vocational Augment Training,Vocational Augment Pty Ltd,Private,350,http://www.vat.vic.edu.au/,330 Boardwalk Bvd,,,,POINT COOK,VIC,3030
04306E,Aura Education,Aura Education Pty Ltd,Private,26,,"Office 5, Level 8, 269 Wickham Street",,,,FORTITUDE VALLEY,QLD,4006
04307D,Heritage International College,Heritage International College Pty Ltd,Private,240,,"Level 1, 341 Queen Street",,,,MELBOURNE,VIC,3000
04308C,Sage College of Australlia,Sage College of Australia Pty Ltd,Private,160,,Unit 7 69073 McLennan Street,,,,MOOROOPNA,VIC,3629
04309B,,Greenhill Business School Pty Ltd,Private,440,,2A Westall Rd,,,,SPRINGVALE,VIC,3171
04310J,,AEC EDUCATION GROUP PTY LTD,Private,108,http://www.aec.vic.edu.au/,223 Harbour Esp,,,,Docklands,VIC,3008
04311H,Englishwise Global,Language Savvy Pty Ltd,Private,701,,"Office 1, Level 4, 269 Wickham Street",,,,FORTITUDE VALLEY,QLD,4006
04312G,iProgress Academy,Progress Education & Training Pty Ltd,Private,40,,"1A, 76 Minnie Street",,,,SOUTHPORT,QLD,4215
04313F,Siena College,Siena College Limited,Private,30,http://www.siena.vic.edu.au,815 Riversdale Road,,,,Camberwell,VIC,3124
04314E,Lotus College,Lotus Learning and Trades Pty Ltd,Private,315,,223 Flinders Street,,,,ADELAIDE,SA,5000
04315D,Alpha English Academy,Sydney College of English Pty Ltd,Private,216,,"Level 1, 545-553 Kent Street",,,,Sydney,NSW,2000
04316C,Excellence Trades College,Excellence Trades College Pty Ltd,Private,174,,Unit 202 118 Church Street,,,,PARRAMATTA,NSW,2150
04317B,National Aviation Academy,Koolardie Aviation Pty Ltd,Private,50,,PO Box 3495,,,,HERMIT PARK,QLD,4812
04318A,"Sydney Islamic College, UMA College",UMA Education Solutions Ltd,Private,180,https://uma.edu.au/,PO Box 192,,,,PADSTOW,NSW,2211
04319M,Western Hill College,Western Hill College Pty Ltd,Private,630,,"Level 3, 10 Queens Road",,,,MELBOURNE,VIC,3004
04320G,Monaro Higher Education,Monaro Education Pty Limited,Private,280,Monaro.edu.au,"Suite 405, 4 Railway Parade",,,,Burwood,NSW,2134
04321F,,VERIDIAN EDUCATION PTY LTD,Private,80,,223 Harbour Esplanade,,,,DOCKLANDS,VIC,3008
04322E,Australian College of Pioneers Pty Ltd,Australian College of Pioneers Pty Ltd,Private,150,,"Suite 801B, Level 8, 492 St Kilda Road",,,,MELBOURNE,VIC,3004
04323D,,Amazing English Pty Ltd,Private,52,,"Level 10, 601 Bourke Street",,,,MELBOURNE,VIC,3000
04324C,,Pacific Islands Institute Pty Ltd,Private,80,,1009 Ipswich Rd,,,,MOOROOKA,QLD,4105
04326A,Fabinox welding Academy,Mobile Welding Services Pty Ltd,Private,26,,69 Melbourne Road,,,,RIVERSTONE,NSW,2765
04327M,,ST MARTIN COLLEGE PTY LTD,Private,500,https://stmartincollege.edu.au/,269 Bigge St,,,,LIVERPOOL,NSW,2170
04328K,,National Institute of Science Pty Ltd,Private,60,,322 Liverpool St,,,,WEST HOBART,TAS,7000
04329J,,Institute of Culinary Education,Private,200,,"Suite 1 Level 5 398 Lonsdale St, MELBOURNE, VIC,",,,,Melbourne,VIC,3000
04330E,,Australian Institute of Trade & Training Pty Ltd,Private,132,,102 High Street,,,,SHEPPARTON,VIC,3630
04331D,AUSTRALIAN INSTITUTE FOR SKILLS AND HIGHER EDUCATION (AISHE),Central Gippsland College Pty Ltd,Private,300,www.aishe.edu.au,10 Blissington Street,,,,SPRINGVALE,VIC,3171
04332C,,Hilltop College Australia Pty Ltd,Private,58,,"Level 3, 1 Fitzwilliam Street",,,,PARRAMATTA,NSW,2150
04334A,Montford International College,Montford Group Pty Ltd,Private,255,,61 Riggall Street,,,,BROADMEADOWS,VIC,3047
04335M,,Pine International Institute Pty Ltd,Private,390,,2 Hunt St,,,,COBURG,VIC,3058
04336K,Higher Education Institute,MEGA Higher Education Pty Ltd,Private,190,,Levels 2 & 3,225 Clarence Steet,,,Sydney,NSW,2000
04337J,AICHM,Australian Institute of Community and Health Management Pty Ltd,Private,295,,"Level 8, 310 King St",,,,MELBOURNE,VIC,3000
04338H,N/A,Go Educate Institute Pty Ltd,Private,48,,PO Box 1168,,,,BURWOOD NORTH,NSW,2134
04339G,Sydney Institute of Technology and Engineering,Sydney Institute of Technology Innovation Pty Ltd,Private,120,www.siti.nsw.edu.au,"Level 3, 191 Thomas Street",,,,Haymarket,NSW,2000
04340C,Access Recognised Training Australia,Access Recognised Training Pty Ltd,Private,300,https://www.accessrt.edu.au/,"Unit 5, 18 Bentham Street",,,,YARRALUMLA,ACT,2600
04341B,ARK PARTNERS,Ant College Pty Ltd,Private,84,,"2B, 1-13 The Gateway",,,,Broadmeadows,VIC,3047
04342A,Lead Institute of Higher Education,Education and Career Hub Pty Ltd,Private,300,www.lihe.edu.au,"Level 1, 37-39 George Street",,,,Parramatta,NSW,2150
04343M,Grandford College Australia,AUSTRALIAN VOCATIONAL EDUCATION PTY LTD,Private,160,,29 Apex Drive,,,,Truganina,VIC,3029
04344K,,Techventure College for Management and Technology Pty Ltd,Private,180,,61 Riggall Street,,,,BROADMEADOWS,VIC,3047
04345J,Barton Business School; Barton Health School; Barton Nursing School; Barton School of Education,BBS Higher Education Pty Ltd,Private,225,www.bbs.vic.edu.au,"Level 1, 108-112 Johnston Street",,,,Collingwood,VIC,3066
04346H,,Hampton College Pty Ltd,Private,370,,"Office 1, Level 3, 102 James Street",,,,NORTHBRIDGE,WA,6003
04347G,,Professions Pty Ltd,Private,314,,"Suite 201, Level 2, 40 Mann Street",,,,GOSFORD,NSW,2250
04348F,,Newage Institute Pty Ltd,Private,40,,20 Belgrave Street,,,,KOGARAH,NSW,2217
04349E,Schofields Flying College,Schofields Flying Club Ltd,Private,112,,PO Box 200,,,,GEORGES HALL,NSW,2198
04350A,Kensington Global College,Kensington Global College Pty Ltd,Private,114,www.kensingtonglobalcollege.com.au,"Suite 8.02, Level 8",474 Flinders Street,,,Melbourne,VIC,3000
04351M,Aspire Academy Australia,Aspire Academy Australia Pty Ltd,Private,170,,Suite 1403 1 Queens Rd,,,,MELBOURNE,VIC,3004
04352K,Kingsford Institute of Higher Education,Kingsford Institute of Higher Education Pty Ltd,Private,200,https://www.kihe.nsw.edu.au/,"Level 2, 545 Kent Street",,,,Sydney,NSW,2000
04353J,"Caped Institute, Capital Education Institute",Capital Education Institute Pty Ltd,Private,325,www.caped.au,"Suite 1B, Level 1, 10-24 Moorabool Street",,,,GEELONG,VIC,3220
04354H,Victorian Skillls College,Victorian Skills College Pty Ltd,Private,320,,"Level 4, 398 Lonsdale Street",,,,MELBOURNE,VIC,3000
04355G,,KV Imperial College Pty Ltd,Private,500,,Level 2. 13/19 Radnor Drive,,,,DEER PARK,VIC,3023
04356F,,Profound Learn Pty Ltd,Private,180,,"Sub-basement, 841 George Street",,,,HAYMARKET,NSW,2000
04357E,,Blue Bird Institute Pty Ltd,Private,190,,"Level 8, 492 St Kilda Road",,,,MELBOURNE,VIC,3004
04358D,,AUSTRALIAN COLLEGE OF MANAGEMENT AND TRADE PTY LTD,Private,100,,Suite 2 Level 6 45 Grenfell St,,,,ADELAIDE,SA,5000
04359C,,Imperial Institute QLD Pty Ltd,Private,380,,Level 3 97 Creek St,,,,BRISBANE CITY,QLD,4000
04360K,GLOBAL SCHOOL OF TRADE,The Academy of Business and Management Australia Pty Ltd,Private,150,,11 Mockingbird Street,,,,Tarneit,VIC,3029
04361J,Australian College for Community Support,College for Community Support Pty Ltd,Private,72,,Unit 5 49-54 Douglas Street,,,,NOBLE PARK,VIC,3174
04362H,Risen Star College of Technology & Business Pty Ltd,Risen Star College of Technology & Business Pty Ltd,Private,300,,34 Old Cleveland Rd,,,,STONES CORNER,QLD,4120
04363G,Enhance Training,Hessel Pty Ltd,Private,60,,"Suite 4, 224 Glen Osmond Road",,,,FULLARTON,SA,5063
04364F,,Early Education Institute Pty Ltd,Private,184,,"Unit 1, 7 Hollingworth Drive",,,,COBBLEBANK,VIC,3338
04365E,,College Avalon Pty Ltd,Private,76,,4 Tetbury Avenue,,,,WEIR VIEWS,VIC,3338
